0
QnrS2
QnrS4
QnrVC4
SHV-1
SHV-11
SHV-2
SHV-25
SHV-28
SHV-2A
SHV-49
SHV-5
SHV-64
SHV-7
SHV-8
TEM-1
TEM-104
TEM-116
TEM-12
TEM-121
TEM-135
TEM-141
TEM-15
TEM-164
TEM-166
TEM-171
TEM-176
TEM-185
TEM-19
TEM-190
TEM-20
TEM-206
TEM-207
TEM-213
TEM-215
TEM-30
TEM-33
TEM-34
TEM-40
TEM-52
TEM-54
TEM-57
TEM-67
TEM-73
TEM-76
TEM-78
TEM-79
TEM-80
TEM-81
TEM-84
TEM-90
TEM-91
TEM-92
UhpT
VEB-5
VIM-1
VIM-4
VgbA
YojI
aac(3)
aac(3)-IId
aac(3)-IIe
aac(3)-VIa
aac3-VI
aacA-aphD
aacA4
aad(6)
aadA
aadA1
aadA12
aadA13
aadA14
aadA15
aadA16
aadA17
aadA2
aadA21
aadA22
aadA23
aadA24
aadA25
aadA3
aadA4
aadA5
aadA7
aadA8
acrA
acrA_1
acrA_2
acrB
acrB_1
acrB_2
acrB_3
acrB_4
acrD
acrD_1
acrD_2
acrE
acrF
acrR
acrR_1
acrR_2
acrS
adeG
adeJ
adiY
alaS
ampC
ampC_1
ampC_2
ant(6)
ant1
ant1_1
ant1_2
ant1_3
ant1_4
ant1_5
ant1_6
ant1_7
aph(3'')
aph(3'')-Ib
aph(3')-I
aph(4)-Ia
aph(6)-I
aph(6)-Ic
arlS
armA
arnA
arnC
arnT
arr
arr-2
arr-3
asmA
bacA
baeR
baeR_1
baeS
baeS_1
basS
bcr/cflA
bcr_1
bcr_2
bcr_3
bepD
bepF
bla
blaCTX-M
blaEC
blaNDM-1
blaT-6
blaTEM
blaZ
bla_1
bla_2
bla_3
bla_4
ble
bleO
bm3R1
btuR
cat
cat3
catB3
catB8
catI
catII
catIII
cat_1
cat_2
cmlA
cmr
cpxA
cpxR
crp
crp_1
csrA
cyaA
cysB
cysB_2
dfrA
dfrA1
dfrA10
dfrA12
dfrA14
dfrA15
dfrA16
dfrA17
dfrA19
dfrA21
dfrA25
dfrA5
dfrA7
dfrA8
dfrB1
dfrC
dfrD
dfrF
dfrG
dhfrI
dhfrI_1
dhfrI_2
dhfrV
ebr
emrA
emrB
emrB_1
emrB_2
emrB_3
emrD
emrE
emrE_1
emrE_2
emrE_3
emrE_4
emrK
emrK_1
emrR
emrY
envR
envR_1
envR_2
envZ_3
envZ_4
envZ_9
eptA
eptA_1
eptA_2
eptb
erm
erm(B)
estX
evgA
evgS
evgS_1
evgS_2
fexA
fimZ_2
floR
folA_2
folP
folP1
folP2
folP_1
folP_2
folP_3
folP_4
folP_5
folP_6
folP_7
fosA
ftsI
fyuA
gadE
gadW
gadW_1
gadW_2
gadW_3
gadW_4
gadX
gadX_1
gadX_2
glpT
glpT_1
glpT_2
gyrA_1
gyrA_2
hns
hns_1
hns_2
hns_3
imp
katG
kdpE
ksgA
ksgA_2
leuO
leuO_1
leuO_2
leuO_3
linB
linG
lmrS
lnu(F)
lnuA
lnuB
lnuF
lnuG
macA
macB_1
marA
marA_1
marA_2
marR
marR_1
marR_2
mcr-1
mcr1
mdfA
mdsB
mdsC
mdtA
mdtB
mdtC
mdtC_1
mdtC_2
mdtD
mdtE
mdtE_1
mdtE_2
mdtF
mdtG
mdtG_1
mdtG_2
mdtH
mdtH_1
mdtH_2
mdtI
mdtJ
mdtK
mdtK_2
mdtL
mdtL_2
mdtM
mdtM_1
mdtM_2
mdtN
mdtO
mdtO_1
mdtO_2
mdtP
mdtP_1
mdtP_2
mdtP_3
mecA
mef(B)
mefB
mefC
mepA
mepR
mexB
mexK
mfd
mgrA
mgrB
mph(A)
mph(B)
mph(E)
mphA
mphB
mphG
mprA
mprA_1
mprA_2
mprF
mrx
msbA
msbA_1
msbA_2
msbA_3
msr
msrE
murA
neo
neo_1
neo_2
neo_3
nfsA
nfsA_1
nfsA_2
norA
norB
norM
omp36
ompA
ompB
ompC
ompF
ompF_1
ompF_2
ompN_2
ompR
oqxA
oqxB
patA
pepIP
pgsA
phoP
phoP_1
phoP_2
pipB2
pipB2_2
pipB2_3
pmrB
ptsI
ptsI_1
qac
qacA
qacC
qacE
qacG2
qacH
qepA
ramA
ramR
rmtB
rmtC
rmtF
robA
rob_2
rob_3
rosA
rosB
rpoB
rpoC
rsmA
sat-1
sat-4
sat2
sav1866
sdiA
sdiA_1
sdsP
sdsQ
sdsR
smeA
soj
soxR
soxS
soxS_1
soxS_2
soxS_3
soxS_5
soxS_6
strA
strA_1
strA_2
sul1
sul2
sul3
sulI
tet(A)
tet(B)
tet(M)
tet31
tet38
tetA
tetA_1
tetA_2
tetA_3
tetB
tetC
tetD
tetD_2
tetG
tetL
tetM
tetM_1
tetM_2
tetO
tetR
tetR(B)
tetR_1
tetR_2
tetX
tetY
tolC
tolC_1
tolC_2
torR_1
torR_2
tuf
tuf1
tufA
tufA_1
tufA_2
tufB
ugd
ugd_1
ugd_2
uhpT
uhpT_1
uhpT_2
uppP
vanHA
vanRF
vanSA
vanSM
vanYA
vanZA
vapB
vapB_1
vapB_2
vapB_3
vgaC
virB
walR
yajR_2
ybaL
ybjC
yceL
yedV_2
yedW_2
yedW_4
yedW_8
yedW_9
yeeO
yeeO_1
yeeO_2
yegM
yegM_1
yegM_2
yfbF
yfbF_1
yfbF_2
ygjG
yheS_3
yhiE
yiaV_1
yiaV_2
yiaV_3
yibH_1
yibH_2
yibH_3
yibH_4
yibH_5
yjdB
yojI
yokD
yokD_1
yokD_2
yusO
gyrA_identity
gyrB_identity
parC_identity
parE_identity
label_gen
label_tmp
label_tet
